time,price,quantity,xTime
 3:31:00 PM,450.75,100,735519.6471
 3:31:00 PM,450.76,100,735519.6472
 3:32:00 PM,450.76,100,735519.6472
 3:32:00 PM,451.015,100,735519.6473
 3:32:00 PM,451.19,100,735519.6473
 3:32:00 PM,451.26,100,735519.6473
 3:32:00 PM,451.015,100,735519.6473
 3:32:00 PM,451.27,100,735519.6473
 3:32:00 PM,451.24,100,735519.6473
 3:32:00 PM,451.27,100,735519.6473
 3:32:00 PM,451.02,100,735519.6473
 3:32:00 PM,450.8799,100,735519.6473
 3:32:00 PM,450.7975,100,735519.6473
 3:32:00 PM,451.015,200,735519.6473
 3:32:00 PM,450.76,100,735519.6474
 3:32:00 PM,450.76,100,735519.6474
 3:32:00 PM,451.26,100,735519.6474
 3:32:00 PM,450.91,100,735519.6475
 3:32:00 PM,451,100,735519.6475
 3:32:00 PM,451,600,735519.6475
 3:32:00 PM,451.005,100,735519.6475
 3:32:00 PM,451.26,100,735519.6475
 3:32:00 PM,451.27,100,735519.6475
 3:32:00 PM,451.005,100,735519.6475
 3:32:00 PM,451.25,160,735519.6475
 3:32:00 PM,451.27,100,735519.6475
 3:32:00 PM,451.005,200,735519.6475
 3:32:00 PM,451.0275,200,735519.6475
 3:32:00 PM,451.24,100,735519.6475
 3:32:00 PM,451.005,100,735519.6475
 3:32:00 PM,450.907,800,735519.6475
 3:32:00 PM,451.01,100,735519.6475
 3:32:00 PM,451.24,100,735519.6475
 3:32:00 PM,451.02,100,735519.6475
 3:32:00 PM,451.015,200,735519.6475
 3:32:00 PM,451.24,100,735519.6475
 3:32:00 PM,451.005,100,735519.6475
 3:32:00 PM,451.05,200,735519.6475
 3:32:00 PM,451.005,100,735519.6475
 3:32:00 PM,451.103,200,735519.6475
 3:32:00 PM,451.01,100,735519.6475
 3:32:00 PM,451,100,735519.6475
 3:32:00 PM,451,200,735519.6475
 3:32:00 PM,451,100,735519.6476
 3:32:00 PM,451.02,100,735519.6476
 3:32:00 PM,451,100,735519.6476
 3:32:00 PM,451.005,200,735519.6476
 3:32:00 PM,451,200,735519.6476
 3:32:00 PM,451.18,100,735519.6476
 3:32:00 PM,451.19,200,735519.6476
 3:32:00 PM,451.22,200,735519.6476
 3:32:00 PM,451.19,100,735519.6476
 3:32:00 PM,451,200,735519.6476
 3:32:00 PM,451.27,200,735519.6476
 3:32:00 PM,451.16,118,735519.6476
 3:32:00 PM,451,100,735519.6476
 3:32:00 PM,451,200,735519.6476
 3:32:00 PM,450.98,100,735519.6476
 3:32:00 PM,451,100,735519.6476
 3:32:00 PM,451,100,735519.6476
 3:32:00 PM,450.88,100,735519.6476
 3:32:00 PM,451.0195,100,735519.6476
 3:32:00 PM,451,100,735519.6476
 3:32:00 PM,451.2199,100,735519.6476
 3:32:00 PM,450.77,468,735519.6476
 3:32:00 PM,451,200,735519.6477
 3:32:00 PM,451.22,200,735519.6477
 3:32:00 PM,451,100,735519.6477
 3:32:00 PM,451,200,735519.6477
 3:32:00 PM,451,100,735519.6477
 3:32:00 PM,450.85,100,735519.6477
 3:32:00 PM,450.84,100,735519.6477
 3:32:00 PM,451.035,100,735519.6478
 3:32:00 PM,451.1275,100,735519.6478
 3:32:00 PM,451.185,200,735519.6478
 3:32:00 PM,450.9105,500,735519.6478
 3:32:00 PM,451.2199,100,735519.6478
 3:32:00 PM,451.04,100,735519.6478
 3:32:00 PM,451.22,100,735519.6478
 3:32:00 PM,451.04,100,735519.6478
 3:32:00 PM,451.05,100,735519.6479
 3:32:00 PM,451.175,100,735519.6479
 3:32:00 PM,451.05,100,735519.6479
 3:32:00 PM,451.18,200,735519.6479
 3:32:00 PM,451.175,100,735519.6479
 3:32:00 PM,451.19,100,735519.6479
 3:32:00 PM,451.05,100,735519.6479
 3:32:00 PM,450.96,100,735519.6479
 3:32:00 PM,450.91,400,735519.6479
 3:32:00 PM,451.065,100,735519.6479
 3:32:00 PM,451.05,100,735519.6479
 3:33:00 PM,451.16,280,735519.6479
 3:33:00 PM,451.065,100,735519.6479
 3:33:00 PM,451.065,100,735519.6479
 3:33:00 PM,451.08,200,735519.6479
 3:33:00 PM,451.065,100,735519.6479
 3:33:00 PM,450.92,100,735519.6479
 3:33:00 PM,451.19,500,735519.648
 3:33:00 PM,451.065,100,735519.648
 3:33:00 PM,451.07,100,735519.648
 3:33:00 PM,451.08,200,735519.648
 3:33:00 PM,451.07,100,735519.648
 3:33:00 PM,451.155,100,735519.648
 3:33:00 PM,451.21,100,735519.648
 3:33:00 PM,451.2,100,735519.648
 3:33:00 PM,451.21,100,735519.648
 3:33:00 PM,451.17,200,735519.648
 3:33:00 PM,451.155,100,735519.648
 3:33:00 PM,451.21,100,735519.648
 3:33:00 PM,451.22,100,735519.648
 3:33:00 PM,451.26,100,735519.648
 3:33:00 PM,451.26,100,735519.648
 3:33:00 PM,451.27,100,735519.648
 3:33:00 PM,451.32,100,735519.648
 3:33:00 PM,451.3,100,735519.648
 3:33:00 PM,451.32,100,735519.648
 3:33:00 PM,451.3,100,735519.648
 3:33:00 PM,451.37,100,735519.648
 3:33:00 PM,451.52,100,735519.648
 3:33:00 PM,451.36,100,735519.648
 3:33:00 PM,451.44,100,735519.648
 3:33:00 PM,451.52,100,735519.648
 3:33:00 PM,451.41,100,735519.648
 3:33:00 PM,451.52,100,735519.6481
 3:33:00 PM,451.57,100,735519.6481
 3:33:00 PM,451.3611,1000,735519.6481
 3:33:00 PM,451.57,100,735519.6481
 3:33:00 PM,451.61,226,735519.6481
 3:33:00 PM,451.62,100,735519.6481
 3:33:00 PM,451.66,100,735519.6481
 3:33:00 PM,451.62,100,735519.6481
 3:33:00 PM,451.9,100,735519.6481
 3:33:00 PM,451.96,100,735519.6481
 3:33:00 PM,451.97,100,735519.6481
 3:33:00 PM,452.01,100,735519.6481
 3:33:00 PM,452.03,100,735519.6481
 3:33:00 PM,452.38,100,735519.6481
 3:33:00 PM,451.66,100,735519.6481
 3:33:00 PM,452.025,160,735519.6481
 3:33:00 PM,452.33,100,735519.6482
 3:33:00 PM,452.11,100,735519.6482
 3:33:00 PM,452.11,900,735519.6482
 3:33:00 PM,452.42,100,735519.6483
 3:33:00 PM,452.43,100,735519.6483
 3:33:00 PM,452.46,100,735519.6483
 3:33:00 PM,452.435,100,735519.6483
 3:33:00 PM,452.115,100,735519.6483
 3:33:00 PM,452.13,100,735519.6483
 3:33:00 PM,452.411,3000,735519.6483
 3:33:00 PM,452.29,100,735519.6483
 3:33:00 PM,452.42,100,735519.6483
 3:33:00 PM,452.15,100,735519.6483
 3:33:00 PM,452.14,100,735519.6483
 3:33:00 PM,452.14,100,735519.6483
 3:33:00 PM,452.13,100,735519.6483
 3:33:00 PM,452.09,100,735519.6483
 3:33:00 PM,451.96,100,735519.6483
 3:33:00 PM,452,100,735519.6483
 3:33:00 PM,451.95,100,735519.6483
 3:33:00 PM,451.83,100,735519.6484
 3:33:00 PM,452.155,100,735519.6484
 3:33:00 PM,452.17,100,735519.6484
 3:33:00 PM,452.43,100,735519.6484
 3:33:00 PM,452.24,100,735519.6484
 3:33:00 PM,452.435,100,735519.6484
 3:33:00 PM,452.24,100,735519.6484
 3:33:00 PM,452.44,100,735519.6484
 3:33:00 PM,452.01,100,735519.6485
 3:33:00 PM,452.47,100,735519.6485
 3:33:00 PM,452.13,100,735519.6485
 3:33:00 PM,452.3897,250,735519.6485
 3:33:00 PM,452.02,100,735519.6486
 3:33:00 PM,452.31,100,735519.6486
 3:33:00 PM,452.25,160,735519.6486
 3:33:00 PM,452.19,100,735519.6486
 3:33:00 PM,452.4701,175,735519.6486
 3:33:00 PM,452.465,116,735519.6486
 3:33:00 PM,452.02,100,735519.6486
 3:34:00 PM,452.08,200,735519.6486
 3:34:00 PM,452.0401,200,735519.6486
 3:34:00 PM,452.04,100,735519.6486
 3:34:00 PM,452.06,100,735519.6487
 3:34:00 PM,452.102,500,735519.6487
 3:34:00 PM,452.06,100,735519.6488
 3:34:00 PM,452.05,100,735519.6488
 3:34:00 PM,452.07,100,735519.6488
 3:34:00 PM,452,100,735519.6488
 3:34:00 PM,452.06,100,735519.6488
 3:34:00 PM,452,100,735519.6488
 3:34:00 PM,451.99,100,735519.6488
 3:34:00 PM,451.83,200,735519.6488
 3:34:00 PM,451.81,100,735519.6488
 3:34:00 PM,451.535,100,735519.6488
 3:34:00 PM,451.53,100,735519.6488
 3:34:00 PM,451.56,100,735519.6488
 3:34:00 PM,451.525,100,735519.6488
 3:34:00 PM,451.54,100,735519.6488
 3:34:00 PM,451.48,100,735519.6488
 3:34:00 PM,451.45,100,735519.6488
 3:34:00 PM,451.525,100,735519.6488
 3:34:00 PM,451.56,100,735519.6488
 3:34:00 PM,451.525,100,735519.6489
 3:34:00 PM,451.54,100,735519.6489
 3:34:00 PM,451.54,300,735519.6489
 3:34:00 PM,451.297,250,735519.6489
 3:34:00 PM,451.31,100,735519.6489
 3:34:00 PM,451.32,100,735519.6489
 3:34:00 PM,451.79,100,735519.6489
 3:34:00 PM,451.7,100,735519.6489
 3:34:00 PM,451.32,200,735519.649
 3:34:00 PM,451.33,100,735519.6491
 3:34:00 PM,451.8,100,735519.6491
 3:34:00 PM,451.6,100,735519.6491
 3:34:00 PM,451.33,100,735519.6492
 3:34:00 PM,451.8,100,735519.6492
 3:34:00 PM,451.4208,155,735519.6492
 3:34:00 PM,451.37,400,735519.6493
 3:34:00 PM,451.43,100,735519.6493
 3:34:00 PM,451.75,100,735519.6493
 3:34:00 PM,451.79,100,735519.6493
 3:35:00 PM,451.804,300,735519.6494
 3:35:00 PM,451.57,100,735519.6494
 3:35:00 PM,451.584,100,735519.6494
 3:35:00 PM,451.5705,100,735519.6494
 3:35:00 PM,451.81,100,735519.6494
 3:35:00 PM,451.804,100,735519.6494
 3:35:00 PM,451.81,200,735519.6494
 3:35:00 PM,451.9,100,735519.6494
 3:35:00 PM,451.86,250,735519.6494
 3:35:00 PM,452,200,735519.6494
 3:35:00 PM,452.05,100,735519.6494
 3:35:00 PM,452.21,100,735519.6494
 3:35:00 PM,451.91,150,735519.6494
 3:35:00 PM,452.07,100,735519.6495
 3:35:00 PM,452.1,100,735519.6495
 3:35:00 PM,451.91,100,735519.6495
 3:35:00 PM,451.58,100,735519.6495
 3:35:00 PM,452.07,100,735519.6495
 3:35:00 PM,451.58,200,735519.6495
 3:35:00 PM,451.74,100,735519.6496
 3:35:00 PM,451.73,100,735519.6496
 3:35:00 PM,451.7,100,735519.6496
 3:35:00 PM,451.76,100,735519.6496
 3:35:00 PM,451.74,100,735519.6496
 3:35:00 PM,451.76,100,735519.6496
 3:35:00 PM,451.59,100,735519.6496
 3:35:00 PM,451.749,100,735519.6496
 3:35:00 PM,451.645,137,735519.6496
 3:35:00 PM,451.59,200,735519.6496
 3:35:00 PM,451.87,100,735519.6496
 3:35:00 PM,451.974,200,735519.6496
 3:35:00 PM,451.6001,100,735519.6497
 3:35:00 PM,451.99,100,735519.6498
 3:35:00 PM,451.97,100,735519.6498
 3:35:00 PM,452.16,100,735519.6498
 3:35:00 PM,452,100,735519.6498
 3:35:00 PM,452,200,735519.6498
 3:35:00 PM,452.19,100,735519.6498
 3:35:00 PM,452,100,735519.6498
 3:35:00 PM,452.23,100,735519.6498
 3:35:00 PM,452,100,735519.6498
 3:35:00 PM,452.28,100,735519.6498
 3:35:00 PM,451.98,100,735519.6498
 3:35:00 PM,451.99,100,735519.6498
 3:35:00 PM,451.67,200,735519.6498
 3:35:00 PM,452.065,100,735519.6498
 3:35:00 PM,452.07,100,735519.6499
 3:35:00 PM,452.27,100,735519.6499
 3:35:00 PM,452.07,100,735519.6499
 3:35:00 PM,451.86,100,735519.6499
 3:35:00 PM,451.78,100,735519.6499
 3:35:00 PM,451.69,100,735519.6499
 3:35:00 PM,451.66,100,735519.6499
 3:35:00 PM,451.65,800,735519.6499
 3:35:00 PM,451.69,100,735519.6499
 3:35:00 PM,451.6,240,735519.6499
 3:35:00 PM,451.61,100,735519.6499
 3:35:00 PM,451.6,100,735519.6499
 3:35:00 PM,451.59,100,735519.6499
 3:35:00 PM,451.56,100,735519.6499
 3:35:00 PM,451.6,200,735519.6499
 3:35:00 PM,451.55,100,735519.6499
 3:35:00 PM,451.51,100,735519.6499
 3:35:00 PM,451.5,250,735519.6499
 3:35:00 PM,451.65,400,735519.6499
 3:35:00 PM,451.342,1000,735519.6499
 3:35:00 PM,451.21,100,735519.6499
 3:36:00 PM,451.56,100,735519.65
 3:36:00 PM,451.05,100,735519.6501
 3:36:00 PM,451.05,100,735519.6501
 3:36:00 PM,451.05,500,735519.6501
 3:36:00 PM,450.99,200,735519.6501
 3:36:00 PM,451,100,735519.6501
 3:36:00 PM,450.99,100,735519.6501
 3:36:00 PM,451,200,735519.6501
 3:36:00 PM,450.78,100,735519.6501
 3:36:00 PM,450.77,100,735519.6501
 3:36:00 PM,450.76,100,735519.6501
 3:36:00 PM,450.76,100,735519.6501
 3:36:00 PM,450.72,100,735519.6501
 3:36:00 PM,450.75,100,735519.6501
 3:36:00 PM,450.63,100,735519.6501
 3:36:00 PM,450.51,100,735519.6501
 3:36:00 PM,450.53,100,735519.6502
 3:36:00 PM,450.52,100,735519.6502
 3:36:00 PM,450.72,100,735519.6502
 3:36:00 PM,450.74,100,735519.6502
 3:36:00 PM,450.71,100,735519.6502
 3:36:00 PM,450.64,100,735519.6502
 3:36:00 PM,450.33,100,735519.6502
 3:36:00 PM,450.31,100,735519.6502
 3:36:00 PM,450.3,100,735519.6502
 3:36:00 PM,450.3,488,735519.6502
 3:36:00 PM,450.15,100,735519.6503
 3:36:00 PM,450.151,100,735519.6503
 3:36:00 PM,450.152,106,735519.6503
 3:36:00 PM,450.18,100,735519.6503
 3:36:00 PM,450.15,100,735519.6503
 3:36:00 PM,450.52,100,735519.6503
 3:36:00 PM,450.75,100,735519.6503
 3:36:00 PM,450.74,100,735519.6503
 3:36:00 PM,450.75,100,735519.6503
 3:36:00 PM,450.74,100,735519.6503
 3:36:00 PM,450.75,700,735519.6503
 3:36:00 PM,450.97,168,735519.6503
 3:36:00 PM,451.05,100,735519.6503
 3:36:00 PM,450.96,100,735519.6503
 3:36:00 PM,451.2,100,735519.6503
 3:36:00 PM,450.15,200,735519.6503
 3:36:00 PM,450.45,100,735519.6504
 3:36:00 PM,450.4279,100,735519.6504
 3:36:00 PM,451.21,100,735519.6504
 3:36:00 PM,451.26,146,735519.6505
 3:36:00 PM,451.47,100,735519.6505
 3:36:00 PM,451.56,100,735519.6505
 3:36:00 PM,451.36,100,735519.6505
 3:36:00 PM,451.18,100,735519.6505
 3:36:00 PM,451.04,100,735519.6505
 3:36:00 PM,451.02,100,735519.6505
 3:36:00 PM,450.92,100,735519.6505
 3:37:00 PM,451.1,100,735519.6507
 3:37:00 PM,450.841,315,735519.6507
 3:37:00 PM,451.1592,100,735519.6508
 3:37:00 PM,450.78,100,735519.6508
 3:37:00 PM,450.76,100,735519.6508
 3:37:00 PM,450.7,100,735519.6508
 3:37:00 PM,450.78,100,735519.6508
 3:37:00 PM,450.65,100,735519.6508
 3:37:00 PM,450.42,200,735519.6508
 3:37:00 PM,450.41,100,735519.6508
 3:37:00 PM,450.65,100,735519.6508
 3:37:00 PM,450.41,100,735519.6508
 3:37:00 PM,450.42,100,735519.6508
 3:37:00 PM,450.42,700,735519.6508
 3:37:00 PM,450.41,100,735519.6508
 3:37:00 PM,450.42,100,735519.6508
 3:37:00 PM,450.2,100,735519.6508
 3:37:00 PM,450.19,100,735519.6508
 3:37:00 PM,450.4199,100,735519.6508
 3:37:00 PM,450.42,200,735519.6508
 3:37:00 PM,450.41,100,735519.6508
 3:37:00 PM,450.18,100,735519.6508
 3:37:00 PM,450.025,100,735519.6509
 3:37:00 PM,450,100,735519.6509
 3:37:00 PM,449.91,100,735519.6509
 3:37:00 PM,450,200,735519.6509
 3:37:00 PM,449.8,100,735519.6509
 3:37:00 PM,449.75,100,735519.6509
 3:37:00 PM,449.63,164,735519.6509
 3:37:00 PM,449.61,100,735519.6509
 3:37:00 PM,450.01,100,735519.6509
 3:37:00 PM,449.57,140,735519.6509
 3:37:00 PM,449.72,100,735519.6509
 3:37:00 PM,449.56,100,735519.6509
 3:37:00 PM,449.58,200,735519.6509
 3:37:00 PM,449.56,100,735519.6509
 3:37:00 PM,449.97,100,735519.651
 3:37:00 PM,449.99,100,735519.651
 3:37:00 PM,449.98,100,735519.651
 3:37:00 PM,449.97,100,735519.651
 3:37:00 PM,449.98,100,735519.651
 3:37:00 PM,449.78,100,735519.651
 3:37:00 PM,449.99,100,735519.651
 3:37:00 PM,450,100,735519.651
 3:37:00 PM,449.99,100,735519.651
 3:37:00 PM,450,100,735519.651
 3:37:00 PM,450.42,350,735519.651
 3:37:00 PM,450.42,3650,735519.651
 3:37:00 PM,450.16,100,735519.6511
 3:37:00 PM,450.0207,400,735519.6511
 3:37:00 PM,450.175,200,735519.6511
 3:37:00 PM,450.4199,200,735519.6511
 3:37:00 PM,450.406,200,735519.6511
 3:37:00 PM,450.2,100,735519.6512
 3:37:00 PM,450.185,200,735519.6512
 3:37:00 PM,450.06,100,735519.6513
 3:37:00 PM,450.1064,100,735519.6513
 3:37:00 PM,450.23,176,735519.6514
 3:37:00 PM,450.235,200,735519.6514
 3:38:00 PM,450.265,100,735519.6514
 3:38:00 PM,450.26,200,735519.6514
 3:38:00 PM,450.265,100,735519.6514
 3:38:00 PM,450.265,200,735519.6514
 3:38:00 PM,450.265,100,735519.6514
 3:38:00 PM,450.41,200,735519.6514
 3:38:00 PM,450.265,200,735519.6514
 3:38:00 PM,450.265,700,735519.6515
 3:38:00 PM,450.12,100,735519.6516
 3:38:00 PM,450.07,100,735519.6516
 3:38:00 PM,450.06,100,735519.6516
 3:38:00 PM,450.12,100,735519.6516
 3:38:00 PM,450.02,100,735519.6516
 3:38:00 PM,450.07,100,735519.6516
 3:38:00 PM,450.02,100,735519.6516
 3:38:00 PM,450.15,100,735519.6516
 3:38:00 PM,450.12,100,735519.6516
 3:38:00 PM,450.1025,100,735519.6516
 3:38:00 PM,450.04,100,735519.6516
 3:38:00 PM,449.77,100,735519.6516
 3:38:00 PM,449.72,100,735519.6516
 3:38:00 PM,449.63,100,735519.6516
 3:38:00 PM,449.96,100,735519.6516
 3:38:00 PM,450.12,100,735519.6516
 3:38:00 PM,449.6,100,735519.6516
 3:38:00 PM,449.885,100,735519.6516
 3:38:00 PM,449.89,100,735519.6516
 3:38:00 PM,449.895,100,735519.6516
 3:38:00 PM,450,201,735519.6516
 3:38:00 PM,449.895,200,735519.6516
 3:38:00 PM,449.8975,100,735519.6516
 3:38:00 PM,449.895,100,735519.6516
 3:38:00 PM,449.9,100,735519.6516
 3:38:00 PM,449.895,200,735519.6516
 3:38:00 PM,449.8,100,735519.6517
 3:38:00 PM,449.895,300,735519.6517
 3:38:00 PM,449.98,100,735519.6517
 3:38:00 PM,450,200,735519.6517
 3:38:00 PM,449.895,100,735519.6517
 3:38:00 PM,450,300,735519.6517
 3:38:00 PM,449.98,100,735519.6517
 3:38:00 PM,449.895,200,735519.6517
 3:38:00 PM,449.99,100,735519.6517
 3:38:00 PM,450,200,735519.6517
 3:38:00 PM,449.98,100,735519.6517
 3:38:00 PM,450,200,735519.6517
 3:38:00 PM,449.895,100,735519.6517
 3:38:00 PM,450,100,735519.6517
 3:38:00 PM,449.895,100,735519.6517
 3:38:00 PM,450,100,735519.6517
 3:38:00 PM,449.98,100,735519.6517
 3:38:00 PM,450,100,735519.6517
 3:38:00 PM,449.9,100,735519.6517
 3:38:00 PM,449.995,100,735519.6517
 3:38:00 PM,449.91,100,735519.6517
 3:38:00 PM,449.79,200,735519.6517
 3:38:00 PM,449.82,100,735519.6517
 3:38:00 PM,449.79,100,735519.6517
 3:38:00 PM,449.82,100,735519.6517
 3:38:00 PM,449.79,100,735519.6517
 3:38:00 PM,449.925,200,735519.6518
 3:38:00 PM,450,100,735519.6518
 3:38:00 PM,449.925,100,735519.6518
 3:38:00 PM,450,132,735519.6518
 3:38:00 PM,450.05,300,735519.6518
 3:38:00 PM,449.925,100,735519.6518
 3:38:00 PM,449.95,100,735519.6518
 3:38:00 PM,450,100,735519.6518
 3:38:00 PM,449.925,100,735519.6518
 3:38:00 PM,450,100,735519.6518
 3:38:00 PM,449.925,200,735519.6518
 3:38:00 PM,450.03,100,735519.6518
 3:38:00 PM,449.925,100,735519.6518
 3:38:00 PM,450,100,735519.6518
 3:38:00 PM,449.925,100,735519.6518
 3:38:00 PM,449.925,100,735519.6518
 3:38:00 PM,449.93,100,735519.6518
 3:38:00 PM,449.99,100,735519.6518
 3:38:00 PM,449.93,100,735519.6518
 3:38:00 PM,449.925,100,735519.6519
 3:38:00 PM,449.93,100,735519.6519
 3:38:00 PM,449.95,100,735519.6519
 3:38:00 PM,449.89,100,735519.6519
 3:38:00 PM,449.9,100,735519.6519
 3:38:00 PM,449.935,100,735519.6519
 3:38:00 PM,450,200,735519.6519
 3:38:00 PM,450,100,735519.6519
 3:38:00 PM,449.87,900,735519.6519
 3:38:00 PM,449.81,100,735519.6519
 3:38:00 PM,449.87,100,735519.6519
 3:38:00 PM,449.76,100,735519.6519
 3:38:00 PM,449.86,100,735519.6519
 3:38:00 PM,449.883,900,735519.6519
 3:38:00 PM,449.87,100,735519.6519
 3:38:00 PM,449.87,100,735519.6519
 3:38:00 PM,449.88,100,735519.6519
 3:38:00 PM,449.8,100,735519.6519
 3:38:00 PM,449.93,100,735519.6519
 3:38:00 PM,449.99,100,735519.6519
 3:38:00 PM,449.99,100,735519.652
 3:38:00 PM,449.74,100,735519.652
 3:38:00 PM,449.65,100,735519.652
 3:38:00 PM,449.64,100,735519.652
 3:38:00 PM,449.97,109,735519.652
 3:38:00 PM,449.99,100,735519.652
 3:38:00 PM,450,119,735519.652
 3:38:00 PM,449.97,100,735519.652
 3:38:00 PM,449.99,100,735519.652
 3:38:00 PM,450,700,735519.652
 3:38:00 PM,449.99,100,735519.652
 3:38:00 PM,449.99,100,735519.652
 3:38:00 PM,449.98,100,735519.652
 3:38:00 PM,449.9895,100,735519.652
 3:38:00 PM,450,100,735519.652
 3:38:00 PM,449.99,100,735519.652
 3:38:00 PM,449.78,100,735519.6521
 3:38:00 PM,449.99,100,735519.6521
 3:38:00 PM,449.98,100,735519.6521
 3:38:00 PM,450,100,735519.6521
 3:38:00 PM,449.83,100,735519.6521
 3:38:00 PM,449.78,100,735519.6521
 3:38:00 PM,449.77,100,735519.6521
 3:38:00 PM,449.85,100,735519.6521
 3:38:00 PM,449.78,100,735519.6521
 3:38:00 PM,449.58,100,735519.6521
 3:38:00 PM,449.6,100,735519.6521
 3:38:00 PM,449.58,100,735519.6521
 3:38:00 PM,449.59,100,735519.6521
 3:38:00 PM,449.78,100,735519.6521
 3:39:00 PM,449.83,100,735519.6521
 3:39:00 PM,449.972,100,735519.6521
 3:39:00 PM,449.98,100,735519.6521
 3:39:00 PM,449.984,100,735519.6521
 3:39:00 PM,449.74,100,735519.6521
 3:39:00 PM,449.99,100,735519.6521
 3:39:00 PM,449.96,100,735519.6522
 3:39:00 PM,449.99,100,735519.6522
 3:39:00 PM,449.99,100,735519.6522
 3:39:00 PM,449.97,100,735519.6522
 3:39:00 PM,449.967,350,735519.6522
 3:39:00 PM,449.99,100,735519.6522
 3:39:00 PM,449.923,200,735519.6523
 3:39:00 PM,449.87,100,735519.6523
 3:39:00 PM,449.81,100,735519.6523
 3:39:00 PM,449.78,100,735519.6523
 3:39:00 PM,449.75,100,735519.6523
 3:39:00 PM,449.865,100,735519.6523
 3:39:00 PM,449.87,100,735519.6523
 3:39:00 PM,449.81,100,735519.6523
 3:39:00 PM,449.76,100,735519.6523
 3:39:00 PM,449.865,100,735519.6523
 3:39:00 PM,449.8,100,735519.6523
 3:39:00 PM,449.79,100,735519.6523
 3:39:00 PM,449.81,100,735519.6523
