time	price	quantity	board	source	buyer	seller	initiator
20141013T155030	445.02	100		Auto trade			
20141013T155030	445.04	100		Auto trade			
20141013T155030	445.05	100		Auto trade			
20141013T155030	445.11	100		Auto trade			
20141013T155030	445.17	200		Auto trade			
20141013T155030	444.89	100		Auto trade			
20141013T155031	444.88	100		Auto trade			
20141013T155031	444.67	100		Auto trade			
20141013T155032	444.64	100		Auto trade			
20141013T155032	444.6005	100		Auto trade			
20141013T155033	444.69	100		Auto trade			
20141013T155033	444.61	100		Auto trade			
20141013T155033	444.6	100		Auto trade			
20141013T155033	444.68	100		Auto trade			
20141013T155033	444.6	100		Auto trade			
20141013T155033	444.56	100		Auto trade			
20141013T155033	444.68	100		Auto trade			
20141013T155033	444.69	100		Auto trade			
20141013T155033	444.68	100		Auto trade			
20141013T155033	444.6	100		Auto trade			
20141013T155033	444.68	100		Auto trade			
20141013T155033	444.58	100		Auto trade			
20141013T155033	444.68	100		Auto trade			
20141013T155033	444.66	100		Auto trade			
20141013T155033	444.57	100		Auto trade			
20141013T155033	444.56	100		Auto trade			
20141013T155033	444.62	100		Auto trade			
20141013T155033	444.6	100		Auto trade			
20141013T155033	444.625	100		Auto trade			
20141013T155033	444.6	100		Auto trade			
20141013T155033	444.76	100		Auto trade			
20141013T155033	444.96	100		Auto trade			
20141013T155034	444.57	300		Auto trade			
20141013T155034	444.68	100		Auto trade			
20141013T155034	444.57	100		Auto trade			
20141013T155035	444.765	100		Auto trade			
20141013T155035	444.78	105		Auto trade			
20141013T155035	444.87	100		Auto trade			
20141013T155035	444.8	100		Auto trade			
20141013T155035	444.78	100		Auto trade			
20141013T155036	444.78	100		Auto trade			
20141013T155037	444.93	100		Auto trade			
20141013T155037	444.94	100		Auto trade			
20141013T155037	444.89	100		Auto trade			
20141013T155037	444.93	100		Auto trade			
20141013T155037	444.975	100		Auto trade			
20141013T155037	444.93	100		Auto trade			
20141013T155037	444.92	100		Auto trade			
20141013T155037	445.09	100		Auto trade			
20141013T155037	444.8805	100		Auto trade			
20141013T155037	444.96	100		Auto trade			
20141013T155037	445.15	100		Auto trade			
20141013T155037	445.17	100		Auto trade			
20141013T155037	445.02	100		Auto trade			
20141013T155037	445.23	100		Auto trade			
20141013T155037	445.17	100		Auto trade			
20141013T155037	445.23	100		Auto trade			
20141013T155037	445.17	100		Auto trade			
20141013T155038	444.78	100		Auto trade			
20141013T155038	445.	100		Auto trade			
20141013T155038	444.94	100		Auto trade			
20141013T155038	445.	100		Auto trade			
20141013T155038	444.78	100		Auto trade			
20141013T155038	444.7	100		Auto trade			
20141013T155039	444.57	100		Auto trade			
20141013T155041	444.7	100		Auto trade			
20141013T155041	444.62	100		Auto trade			
20141013T155041	444.66	100		Auto trade			
20141013T155041	444.63	100		Auto trade			
20141013T155042	445.0089	200		Auto trade			
20141013T155042	444.62	100		Auto trade			
20141013T155042	444.64	100		Auto trade			
20141013T155042	444.578	100		Auto trade			
20141013T155042	444.57	100		Auto trade			
20141013T155042	444.52	247		Auto trade			
20141013T155042	444.57	100		Auto trade			
20141013T155042	444.83	103		Auto trade			
20141013T155042	444.3618	100		Auto trade			
20141013T155043	444.353	100		Auto trade			
20141013T155043	444.618	200		Auto trade			
20141013T155043	444.3	200		Auto trade			
20141013T155046	444.6	100		Auto trade			
20141013T155046	444.39	100		Auto trade			
20141013T155048	444.43	100		Auto trade			
20141013T155052	444.62	100		Auto trade			
20141013T155052	444.59	100		Auto trade			
20141013T155053	444.59	600		Auto trade			
20141013T155055	444.59	100		Auto trade			
20141013T155055	444.74	100		Auto trade			
20141013T155055	444.8	100		Auto trade			
20141013T155055	444.59	100		Auto trade			
20141013T155056	444.59	900		Auto trade			
20141013T155058	444.59	200		Auto trade			
20141013T155104	444.61	200		Auto trade			
20141013T155105	444.61	200		Auto trade			
20141013T155106	444.4325	100		Auto trade			
20141013T155106	444.43	100		Auto trade			
20141013T155106	444.38	100		Auto trade			
20141013T155107	444.53	100		Auto trade			
20141013T155108	444.35	200		Auto trade			
20141013T155110	444.35	200		Auto trade			
20141013T155110	444.4	100		Auto trade			
20141013T155110	444.3	100		Auto trade			
20141013T155110	444.2	100		Auto trade			
20141013T155111	444.21	100		Auto trade			
20141013T155111	444.254	100		Auto trade			
20141013T155112	444.4999	100		Auto trade			
20141013T155114	444.13	100		Auto trade			
20141013T155120	444.12	300		Auto trade			
20141013T155120	444.03	100		Auto trade			
20141013T155122	444.15	100		Auto trade			
20141013T155122	444.	100		Auto trade			
20141013T155123	444.	100		Auto trade			
20141013T155124	444.	5075		Auto trade			
20141013T155125	444.	100		Auto trade			
20141013T155125	443.87	400		Auto trade			
20141013T155127	443.8	200		Auto trade			
20141013T155127	443.9	100		Auto trade			
20141013T155127	443.64	100		Auto trade			
20141013T155131	443.99	200		Auto trade			
20141013T155132	443.98	100		Auto trade			
20141013T155132	443.99	100		Auto trade			
20141013T155132	443.98	100		Auto trade			
20141013T155132	443.99	100		Auto trade			
20141013T155132	443.98	100		Auto trade			
20141013T155132	443.99	100		Auto trade			
20141013T155133	443.77	100		Auto trade			
20141013T155133	443.76	100		Auto trade			
20141013T155134	443.64	100		Auto trade			
20141013T155136	443.53	300		Auto trade			
20141013T155137	443.84	100		Auto trade			
20141013T155138	443.53	100		Auto trade			
20141013T155140	443.55	100		Auto trade			
20141013T155143	443.58	100		Auto trade			
20141013T155143	443.57	100		Auto trade			
20141013T155143	443.53	100		Auto trade			
20141013T155143	443.45	100		Auto trade			
20141013T155143	443.57	400		Auto trade			
20141013T155143	443.25	100		Auto trade			
20141013T155145	443.09	100		Auto trade			
20141013T155150	443.17	100		Auto trade			
20141013T155154	443.28	100		Auto trade			
20141013T155154	443.29	200		Auto trade			
20141013T155155	443.5299	271		Auto trade			
20141013T155155	443.52	100		Auto trade			
20141013T155155	443.51	100		Auto trade			
20141013T155155	443.53	100		Auto trade			
20141013T155157	443.18	100		Auto trade			
20141013T155157	443.16	100		Auto trade			
20141013T155157	443.15	100		Auto trade			
20141013T155157	443.09	100		Auto trade			
20141013T155157	443.08	100		Auto trade			
20141013T155157	443.07	100		Auto trade			
20141013T155157	443.	100		Auto trade			
20141013T155157	443.175	100		Auto trade			
20141013T155157	443.18	600		Auto trade			
20141013T155159	443.3695	237		Auto trade			
20141013T155159	443.14	100		Auto trade			
20141013T155200	443.13	100		Auto trade			
20141013T155205	443.	100		Auto trade			
20141013T155205	442.93	157		Auto trade			
20141013T155205	443.03	100		Auto trade			
20141013T155206	442.95	100		Auto trade			
20141013T155207	443.4399	100		Auto trade			
20141013T155208	443.	100		Auto trade			
20141013T155210	443.2	100		Auto trade			
20141013T155210	443.	200		Auto trade			
20141013T155210	442.995	200		Auto trade			
20141013T155210	443.	100		Auto trade			
20141013T155211	442.98	100		Auto trade			
20141013T155211	442.94	610		Auto trade			
20141013T155211	442.89	200		Auto trade			
20141013T155211	442.8	100		Auto trade			
20141013T155212	442.63	100		Auto trade			
20141013T155213	442.6005	300		Auto trade			
20141013T155213	442.7	100		Auto trade			
20141013T155215	442.84	113		Auto trade			
20141013T155216	442.71	100		Auto trade			
20141013T155219	442.794	500		Auto trade			
20141013T155219	442.74	100		Auto trade			
20141013T155219	442.67	100		Auto trade			
20141013T155224	442.71	367		Auto trade			
20141013T155224	442.78	125		Auto trade			
20141013T155224	442.59	100		Auto trade			
20141013T155225	442.5	100		Auto trade			
20141013T155226	442.5	100		Auto trade			
20141013T155226	442.57	100		Auto trade			
20141013T155230	442.55	100		Auto trade			
20141013T155231	442.45	100		Auto trade			
20141013T155232	442.55	100		Auto trade			
20141013T155232	442.56	100		Auto trade			
20141013T155232	442.4	100		Auto trade			
20141013T155233	442.5	100		Auto trade			
20141013T155234	442.27	100		Auto trade			
20141013T155234	442.26	100		Auto trade			
20141013T155235	442.0801	300		Auto trade			
20141013T155236	442.24	100		Auto trade			
20141013T155238	442.24	100		Auto trade			
20141013T155239	442.08	100		Auto trade			
20141013T155243	442.05	100		Auto trade			
20141013T155246	442.22	200		Auto trade			
20141013T155250	442.17	100		Auto trade			
20141013T155251	442.	100		Auto trade			
20141013T155253	442.06	100		Auto trade			
20141013T155254	442.06	100		Auto trade			
20141013T155257	442.06	100		Auto trade			
20141013T155258	442.15	100		Auto trade			
20141013T155259	442.15	100		Auto trade			
20141013T155259	442.3	100		Auto trade			
20141013T155259	442.31	100		Auto trade			
20141013T155259	442.15	100		Auto trade			
20141013T155259	442.3	100		Auto trade			
20141013T155259	442.31	100		Auto trade			
20141013T155259	442.15	100		Auto trade			
20141013T155259	442.3	100		Auto trade			
20141013T155259	442.31	100		Auto trade			
20141013T155259	442.15	100		Auto trade			
20141013T155259	442.3	100		Auto trade			
20141013T155259	442.15	100		Auto trade			
20141013T155259	442.3	100		Auto trade			
20141013T155259	442.32	108		Auto trade			
20141013T155259	442.4	100		Auto trade			
20141013T155259	442.16	100		Auto trade			
20141013T155302	442.26	100		Auto trade			
20141013T155302	442.382	1000		Auto trade			
20141013T155303	442.345	100		Auto trade			
20141013T155303	442.28	100		Auto trade			
20141013T155303	442.39	100		Auto trade			
20141013T155304	442.3	100		Auto trade			
20141013T155306	442.201	100		Auto trade			
20141013T155306	442.2	100		Auto trade			
20141013T155312	442.02	280		Auto trade			
20141013T155315	442.409	100		Auto trade			
20141013T155316	442.41	300		Auto trade			
20141013T155317	442.205	100		Auto trade			
20141013T155318	442.07	100		Auto trade			
20141013T155318	442.205	100		Auto trade			
20141013T155318	442.26	100		Auto trade			
20141013T155319	442.39	150		Auto trade			
20141013T155319	442.4	100		Auto trade			
20141013T155319	442.41	100		Auto trade			
20141013T155319	442.44	100		Auto trade			
20141013T155319	442.41	100		Auto trade			
20141013T155320	442.47	100		Auto trade			
20141013T155322	442.89	100		Auto trade			
20141013T155323	442.76	100		Auto trade			
20141013T155323	442.986	500		Auto trade			
20141013T155323	442.98	100		Auto trade			
20141013T155329	442.48	100		Auto trade			
20141013T155329	442.45	100		Auto trade			
20141013T155329	442.43	200		Auto trade			
20141013T155329	442.45	100		Auto trade			
20141013T155329	442.48	100		Auto trade			
20141013T155329	442.45	100		Auto trade			
20141013T155329	442.28	100		Auto trade			
20141013T155329	442.48	100		Auto trade			
20141013T155329	442.47	100		Auto trade			
20141013T155329	442.45	100		Auto trade			
20141013T155329	442.38	100		Auto trade			
20141013T155329	442.43	100		Auto trade			
20141013T155329	442.28	100		Auto trade			
20141013T155329	442.43	100		Auto trade			
20141013T155329	442.455	100		Auto trade			
20141013T155329	442.7484	300		Auto trade			
20141013T155333	442.48	166		Auto trade			
20141013T155334	442.56	200		Auto trade			
20141013T155334	442.29	100		Auto trade			
20141013T155340	442.0401	370		Auto trade			
20141013T155340	442.04	500		Auto trade			
20141013T155341	442.33	111		Auto trade			
20141013T155341	442.47	100		Auto trade			
20141013T155341	442.33	100		Auto trade			
20141013T155342	442.07	100		Auto trade			
20141013T155343	442.162	100		Auto trade			
20141013T155346	442.3	100		Auto trade			
20141013T155354	442.56	100		Auto trade			
20141013T155354	442.57	100		Auto trade			
20141013T155354	442.58	200		Auto trade			
20141013T155354	442.59	100		Auto trade			
20141013T155354	442.6	100		Auto trade			
20141013T155354	442.59	100		Auto trade			
20141013T155354	442.6	100		Auto trade			
20141013T155354	442.61	100		Auto trade			
20141013T155354	442.59	100		Auto trade			
20141013T155354	442.6	200		Auto trade			
20141013T155354	442.62	107		Auto trade			
20141013T155354	442.6	177		Auto trade			
20141013T155354	442.62	200		Auto trade			
20141013T155354	442.88	100		Auto trade			
20141013T155354	442.9	120		Auto trade			
20141013T155354	442.6	100		Auto trade			
20141013T155354	442.567	515		Auto trade			
20141013T155354	442.795	100		Auto trade			
20141013T155354	442.46	100		Auto trade			
20141013T155354	443.18	100		Auto trade			
20141013T155402	442.89	100		Auto trade			
20141013T155402	443.16	100		Auto trade			
20141013T155406	442.7596	103		Auto trade			
20141013T155407	443.0591	150		Auto trade			
20141013T155411	443.15	100		Auto trade			
20141013T155414	443.01	100		Auto trade			
20141013T155422	442.97	100		Auto trade			
20141013T155422	442.925	100		Auto trade			
20141013T155422	443.095	100		Auto trade			
20141013T155424	443.	169		Auto trade			
20141013T155424	443.13	100		Auto trade			
20141013T155424	443.15	100		Auto trade			
20141013T155425	443.05	100		Auto trade			
20141013T155425	443.08	100		Auto trade			
20141013T155425	443.05	100		Auto trade			
20141013T155425	442.9	200		Auto trade			
20141013T155425	442.89	100		Auto trade			
20141013T155425	442.985	100		Auto trade			
20141013T155425	443.07	100		Auto trade			
20141013T155425	443.14	100		Auto trade			
20141013T155425	443.15	100		Auto trade			
20141013T155426	443.15	412		Auto trade			
20141013T155426	443.3747	922		Auto trade			
20141013T155426	443.31	100		Auto trade			
20141013T155426	443.44	100		Auto trade			
20141013T155426	443.448	100		Auto trade			
20141013T155426	443.15	100		Auto trade			
20141013T155427	443.54	100		Auto trade			
20141013T155427	443.66	100		Auto trade			
20141013T155427	443.67	100		Auto trade			
20141013T155427	443.66	100		Auto trade			
20141013T155427	443.68	100		Auto trade			
20141013T155427	443.67	100		Auto trade			
20141013T155427	443.66	100		Auto trade			
20141013T155427	443.67	100		Auto trade			
20141013T155427	443.66	100		Auto trade			
20141013T155427	443.67	100		Auto trade			
20141013T155429	443.64	100		Auto trade			
20141013T155429	443.63	100		Auto trade			
20141013T155429	443.66	100		Auto trade			
20141013T155429	443.532	100		Auto trade			
20141013T155429	443.64	100		Auto trade			
20141013T155432	443.628	100		Auto trade			
20141013T155432	443.64	100		Auto trade			
20141013T155432	443.65	100		Auto trade			
20141013T155432	443.64	100		Auto trade			
20141013T155432	443.68	100		Auto trade			
20141013T155432	443.61	100		Auto trade			
20141013T155432	443.64	100		Auto trade			
20141013T155432	443.7	500		Auto trade			
20141013T155432	443.83	600		Auto trade			
20141013T155433	443.84	100		Auto trade			
20141013T155433	443.99	100		Auto trade			
20141013T155433	444.	100		Auto trade			
20141013T155434	444.35	100		Auto trade			
20141013T155434	444.32	100		Auto trade			
20141013T155434	444.33	400		Auto trade			
20141013T155434	444.36	100		Auto trade			
20141013T155434	444.42	100		Auto trade			
20141013T155434	444.46	100		Auto trade			
20141013T155434	444.47	100		Auto trade			
20141013T155435	444.135	100		Auto trade			
20141013T155435	444.75	100		Auto trade			
20141013T155435	444.749	600		Auto trade			
20141013T155436	444.75	100		Auto trade			
20141013T155436	444.7	100		Auto trade			
20141013T155436	444.75	100		Auto trade			
20141013T155437	444.26	100		Auto trade			
20141013T155437	444.19	100		Auto trade			
20141013T155437	444.11	100		Auto trade			
20141013T155437	444.06	100		Auto trade			
20141013T155438	443.94	100		Auto trade			
20141013T155438	443.93	100		Auto trade			
20141013T155438	443.91	100		Auto trade			
20141013T155438	443.87	300		Auto trade			
20141013T155438	443.86	100		Auto trade			
20141013T155438	443.85	100		Auto trade			
20141013T155438	443.93	100		Auto trade			
20141013T155438	443.85	100		Auto trade			
20141013T155438	443.93	100		Auto trade			
20141013T155438	443.85	100		Auto trade			
20141013T155438	443.93	100		Auto trade			
20141013T155438	443.92	100		Auto trade			
20141013T155438	444.03	100		Auto trade			
20141013T155438	443.85	100		Auto trade			
20141013T155438	443.89	100		Auto trade			
20141013T155439	443.69	100		Auto trade			
20141013T155439	443.65	100		Auto trade			
20141013T155440	443.45	500		Auto trade			
20141013T155440	443.58	100		Auto trade			
20141013T155440	443.605	161		Auto trade			
20141013T155440	443.58	100		Auto trade			
20141013T155440	443.605	108		Auto trade			
20141013T155440	443.64	166		Auto trade			
20141013T155440	443.73	100		Auto trade			
20141013T155440	443.72	100		Auto trade			
20141013T155440	443.73	100		Auto trade			
20141013T155440	443.81	100		Auto trade			
20141013T155440	443.73	100		Auto trade			
20141013T155440	443.78	100		Auto trade			
20141013T155440	443.72	100		Auto trade			
20141013T155440	443.73	100		Auto trade			
20141013T155440	443.78	100		Auto trade			
20141013T155441	443.81	200		Auto trade			
20141013T155442	443.64	100		Auto trade			
20141013T155442	443.72	100		Auto trade			
20141013T155442	443.75	100		Auto trade			
20141013T155442	443.79	100		Auto trade			
20141013T155442	443.8	200		Auto trade			
20141013T155442	443.77	100		Auto trade			
20141013T155442	443.75	100		Auto trade			
20141013T155442	443.785	100		Auto trade			
20141013T155442	443.77	100		Auto trade			
20141013T155442	443.79	100		Auto trade			
20141013T155442	443.799	300		Auto trade			
20141013T155445	443.64	800		Auto trade			
20141013T155448	443.54	100		Auto trade			
20141013T155451	443.68	100		Auto trade			
20141013T155451	443.67	200		Auto trade			
20141013T155451	443.68	200		Auto trade			
20141013T155451	443.69	100		Auto trade			
20141013T155451	443.68	100		Auto trade			
20141013T155451	443.69	100		Auto trade			
20141013T155451	443.78	100		Auto trade			
20141013T155451	443.79	100		Auto trade			
20141013T155451	443.78	300		Auto trade			
20141013T155451	443.81	100		Auto trade			
20141013T155451	443.8	197		Auto trade			
20141013T155451	443.81	100		Auto trade			
20141013T155451	444.06	100		Auto trade			
20141013T155451	444.19	100		Auto trade			
20141013T155458	444.34	100		Auto trade			
20141013T155459	444.415	100		Auto trade			
20141013T155459	444.37	100		Auto trade			
20141013T155459	444.4	100		Auto trade			
20141013T155459	444.39	100		Auto trade			
20141013T155459	444.41	100		Auto trade			
20141013T155459	444.4	100		Auto trade			
20141013T155459	444.41	100		Auto trade			
20141013T155500	444.42	100		Auto trade			
20141013T155500	444.41	100		Auto trade			
20141013T155500	444.35	100		Auto trade			
20141013T155502	444.53	100		Auto trade			
20141013T155503	444.34	150		Auto trade			
20141013T155503	445.01	100		Auto trade			
20141013T155503	444.74	100		Auto trade			
20141013T155505	444.75	100		Auto trade			
20141013T155505	444.74	100		Auto trade			
20141013T155505	444.92	100		Auto trade			
20141013T155505	444.74	100		Auto trade			
20141013T155505	444.915	100		Auto trade			
20141013T155505	445.0889	135		Auto trade			
20141013T155505	445.05	100		Auto trade			
20141013T155507	445.01	100		Auto trade			
20141013T155507	444.45	100		Auto trade			
20141013T155507	444.35	100		Auto trade			
20141013T155509	444.34	100		Auto trade			
20141013T155514	444.41	178		Auto trade			
20141013T155518	444.02	100		Auto trade			
20141013T155518	444.245	100		Auto trade			
20141013T155518	444.01	100		Auto trade			
20141013T155518	443.98	100		Auto trade			
20141013T155518	444.	100		Auto trade			
20141013T155518	444.02	100		Auto trade			
20141013T155518	444.245	100		Auto trade			
20141013T155518	444.06	100		Auto trade			
20141013T155518	444.02	100		Auto trade			
20141013T155519	444.16	100		Auto trade			
20141013T155520	444.14	100		Auto trade			
20141013T155520	444.15	100		Auto trade			
20141013T155523	444.	100		Auto trade			
20141013T155523	443.98	100		Auto trade			
20141013T155524	444.05	100		Auto trade			
20141013T155525	444.05	100		Auto trade			
20141013T155525	443.98	100		Auto trade			
20141013T155525	444.05	100		Auto trade			
20141013T155525	443.98	100		Auto trade			
20141013T155526	443.83	100		Auto trade			
20141013T155526	443.82	100		Auto trade			
20141013T155526	443.8	3000		Auto trade			
20141013T155526	443.74	100		Auto trade			
20141013T155526	443.8	112		Auto trade			
20141013T155526	443.74	299		Auto trade			
20141013T155531	443.45	100		Auto trade			
20141013T155532	443.45	400		Auto trade			
20141013T155532	443.2	200		Auto trade			
20141013T155532	443.23	100		Auto trade			
20141013T155535	443.4	100		Auto trade			
20141013T155536	443.435	400		Auto trade			
20141013T155537	443.215	100		Auto trade			
20141013T155541	443.33	100		Auto trade			
20141013T155542	443.42	100		Auto trade			
20141013T155542	443.41	100		Auto trade			
20141013T155543	443.2	100		Auto trade			
20141013T155543	443.15	189		Auto trade			
20141013T155544	443.205	100		Auto trade			
20141013T155546	443.24	100		Auto trade			
20141013T155546	443.26	267		Auto trade			
20141013T155554	443.08	100		Auto trade			
20141013T155554	443.	100		Auto trade			
20141013T155556	443.015	100		Auto trade			
20141013T155559	442.88	100		Auto trade			
20141013T155559	443.1	100		Auto trade			
20141013T155601	442.88	100		Auto trade			
20141013T155601	443.03	100		Auto trade			
20141013T155601	442.8	100		Auto trade			
20141013T155601	442.68	100		Auto trade			
20141013T155601	442.66	100		Auto trade			
20141013T155605	443.	100		Auto trade			
20141013T155606	442.709	110		Auto trade			
20141013T155608	442.93	100		Auto trade			
20141013T155608	442.91	100		Auto trade			
20141013T155609	443.	100		Auto trade			
20141013T155609	443.04	100		Auto trade			
20141013T155609	443.15	100		Auto trade			
20141013T155609	443.05	100		Auto trade			
20141013T155609	443.	100		Auto trade			
20141013T155609	443.05	100		Auto trade			
20141013T155609	443.14	100		Auto trade			
20141013T155609	443.	100		Auto trade			
20141013T155609	443.04	100		Auto trade			
20141013T155609	442.72	300		Auto trade			
20141013T155613	442.68	100		Auto trade			
20141013T155616	442.98	100		Auto trade			
20141013T155616	443.	100		Auto trade			
20141013T155616	443.11	100		Auto trade			
20141013T155616	443.	100		Auto trade			
20141013T155616	443.11	100		Auto trade			
20141013T155616	443.1	100		Auto trade			
20141013T155616	443.084	100		Auto trade			
20141013T155619	442.89	100		Auto trade			
20141013T155621	443.	107		Auto trade			
20141013T155621	443.11	200		Auto trade			
20141013T155621	443.	100		Auto trade			
20141013T155621	443.11	202		Auto trade			
20141013T155621	443.	134		Auto trade			
20141013T155622	443.	100		Auto trade			
20141013T155624	443.	200		Auto trade			
20141013T155628	442.85	100		Auto trade			
20141013T155628	442.86	100		Auto trade			
20141013T155628	442.9	100		Auto trade			
20141013T155629	442.855	100		Auto trade			
20141013T155634	443.	200		Auto trade			
20141013T155638	442.84	100		Auto trade			
20141013T155638	442.87	100		Auto trade			
20141013T155638	442.86	100		Auto trade			
20141013T155638	442.78	100		Auto trade			
20141013T155638	442.87	100		Auto trade			
20141013T155638	442.82	400		Auto trade			
20141013T155638	442.84	100		Auto trade			
20141013T155638	442.82	200		Auto trade			
20141013T155638	442.95	100		Auto trade			
20141013T155638	442.82	104		Auto trade			
20141013T155638	442.635	100		Auto trade			
20141013T155638	442.81	100		Auto trade			
20141013T155639	442.62	100		Auto trade			
20141013T155639	442.54	100		Auto trade			
20141013T155639	442.735	100		Auto trade			
20141013T155642	442.78	100		Auto trade			
20141013T155642	442.79	100		Auto trade			
20141013T155642	442.78	100		Auto trade			
20141013T155642	442.92	100		Auto trade			
20141013T155642	442.95	100		Auto trade			
20141013T155642	442.78	100		Auto trade			
20141013T155643	442.79	100		Auto trade			
20141013T155644	442.9	100		Auto trade			
20141013T155644	442.91	100		Auto trade			
20141013T155646	442.87	100		Auto trade			
20141013T155646	442.88	100		Auto trade			
20141013T155646	442.87	100		Auto trade			
20141013T155651	442.88	100		Auto trade			
20141013T155651	442.91	100		Auto trade			
20141013T155652	442.587	100		Auto trade			
20141013T155653	442.87	110		Auto trade			
20141013T155656	442.91	100		Auto trade			
20141013T155656	442.92	100		Auto trade			
20141013T155656	442.677	100		Auto trade			
20141013T155656	442.9	100		Auto trade			
20141013T155657	442.74	100		Auto trade			
20141013T155658	442.9	200		Auto trade			
20141013T155658	442.925	200		Auto trade			
20141013T155700	442.95	100		Auto trade			
20141013T155700	442.935	100		Auto trade			
20141013T155700	442.95	100		Auto trade			
20141013T155703	442.9	100		Auto trade			
20141013T155703	442.96	100		Auto trade			
20141013T155703	442.9	100		Auto trade			
20141013T155705	443.	290		Auto trade			
20141013T155705	442.9	100		Auto trade			
20141013T155705	442.89	100		Auto trade			
20141013T155705	442.85	100		Auto trade			
20141013T155705	442.74	100		Auto trade			
20141013T155705	442.73	100		Auto trade			
20141013T155705	442.7	100		Auto trade			
20141013T155705	442.69	400		Auto trade			
20141013T155705	442.62	100		Auto trade			
20141013T155705	442.57	100		Auto trade			
20141013T155705	442.63	100		Auto trade			
20141013T155705	442.54	100		Auto trade			
20141013T155705	442.5	100		Auto trade			
20141013T155705	442.56	100		Auto trade			
20141013T155705	442.55	100		Auto trade			
20141013T155705	442.43	100		Auto trade			
20141013T155705	442.3282	100		Auto trade			
20141013T155705	442.43	100		Auto trade			
20141013T155706	442.3735	250		Auto trade			
20141013T155707	442.43	251		Auto trade			
20141013T155707	442.4299	500		Auto trade			
20141013T155707	442.35	100		Auto trade			
20141013T155707	442.43	200		Auto trade			
20141013T155708	442.43	100		Auto trade			
20141013T155709	442.43	1061		Auto trade			
20141013T155710	442.43	100		Auto trade			
20141013T155710	442.35	100		Auto trade			
20141013T155710	442.36	100		Auto trade			
20141013T155710	442.35	224		Auto trade			
20141013T155711	442.43	100		Auto trade			
20141013T155712	442.43	500		Auto trade			
20141013T155713	442.16	100		Auto trade			
20141013T155713	442.01	100		Auto trade			
20141013T155713	442.	100		Auto trade			
20141013T155713	442.01	100		Auto trade			
20141013T155713	442.	100		Auto trade			
20141013T155713	441.94	100		Auto trade			
20141013T155713	441.91	100		Auto trade			
20141013T155713	441.9	206		Auto trade			
20141013T155713	442.	3800		Auto trade			
20141013T155713	441.81	100		Auto trade			
20141013T155713	441.911	1000		Auto trade			
20141013T155713	442.	100		Auto trade			
20141013T155714	441.79	100		Auto trade			
20141013T155714	441.772	100		Auto trade			
20141013T155714	441.67	100		Auto trade			
20141013T155714	441.77	200		Auto trade			
20141013T155715	441.82	100		Auto trade			
20141013T155715	441.89	100		Auto trade			
20141013T155715	441.64	100		Auto trade			
20141013T155716	441.6	106		Auto trade			
20141013T155716	441.72	100		Auto trade			
20141013T155716	441.97	100		Auto trade			
20141013T155718	441.92	100		Auto trade			
20141013T155718	441.95	100		Auto trade			
20141013T155718	441.97	100		Auto trade			
20141013T155718	441.98	110		Auto trade			
20141013T155721	441.95	100		Auto trade			
20141013T155721	441.96	100		Auto trade			
20141013T155721	441.97	200		Auto trade			
20141013T155721	441.96	500		Auto trade			
20141013T155721	441.97	100		Auto trade			
20141013T155721	441.96	100		Auto trade			
20141013T155721	441.97	100		Auto trade			
20141013T155721	441.98	100		Auto trade			
20141013T155721	441.96	100		Auto trade			
20141013T155721	441.97	106		Auto trade			
20141013T155721	441.98	200		Auto trade			
20141013T155721	442.	100		Auto trade			
20141013T155721	441.955	100		Auto trade			
20141013T155721	442.	294		Auto trade			
20141013T155721	441.886	100		Auto trade			
20141013T155722	442.08	100		Auto trade			
20141013T155722	442.06	100		Auto trade			
20141013T155722	442.04	100		Auto trade			
20141013T155722	442.08	100		Auto trade			
20141013T155722	441.95	100		Auto trade			
20141013T155722	441.82	100		Auto trade			
20141013T155724	442.31	100		Auto trade			
20141013T155724	442.42	100		Auto trade			
20141013T155724	442.46	100		Auto trade			
20141013T155724	442.26	100		Auto trade			
20141013T155725	442.51	100		Auto trade			
20141013T155725	442.59	100		Auto trade			
20141013T155725	442.66	100		Auto trade			
20141013T155725	442.8	200		Auto trade			
20141013T155725	442.94	200		Auto trade			
20141013T155725	442.66	100		Auto trade			
20141013T155728	442.52	200		Auto trade			
20141013T155735	442.38	100		Auto trade			
20141013T155735	442.39	100		Auto trade			
20141013T155737	442.33	100		Auto trade			
20141013T155737	442.32	100		Auto trade			
20141013T155737	442.3	100		Auto trade			
20141013T155737	442.33	100		Auto trade			
20141013T155737	442.27	100		Auto trade			
20141013T155737	442.33	100		Auto trade			
20141013T155737	442.27	100		Auto trade			
20141013T155737	442.3	100		Auto trade			
20141013T155737	442.32	100		Auto trade			
20141013T155737	442.3	100		Auto trade			
20141013T155737	442.27	100		Auto trade			
20141013T155737	442.16	100		Auto trade			
20141013T155737	442.025	100		Auto trade			
20141013T155738	441.94	100		Auto trade			
20141013T155738	442.09	100		Auto trade			
20141013T155738	441.94	100		Auto trade			
20141013T155738	442.08	100		Auto trade			
20141013T155739	441.94	100		Auto trade			
20141013T155742	442.045	300		Auto trade			
20141013T155744	442.025	100		Auto trade			
20141013T155744	442.03	100		Auto trade			
20141013T155744	442.04	100		Auto trade			
20141013T155744	442.05	100		Auto trade			
20141013T155744	442.03	100		Auto trade			
20141013T155745	442.03	100		Auto trade			
20141013T155746	442.03	200		Auto trade			
